"","bpns-W1","bpns-NIEUWPOORTKUST8","bpns-D1","bpns-OOSTDYCK","bpns-KB2","bpns-VG2","bpns-C05BELWIND","bpns-WK14","bpns-WZ","bpns-S7","bpns-WK12","bpns-S4","bpns-A1BIS","bpns-WENDUINEBANKW","bpns-OH6","bpns-GARDENCITY","bpns-NHSE","s-8","s-4","s-1","s-9","s-5","s-6","s-7","s-3","s-2","s-2a","s-4a","s-4b","s-4c","ws-11","ws-12A","ws-13","ws-14","ws-15","ws-15A","ws-16","ws-18","ws-23","ws-25","ws-25A","ws-25B","ws-2C","ws-6","ws-4","ws-A1","ws-A3","ws-A5","ws-DL12","ws-DL7","ws-DL9","ws-GVWSP","ws-OG10","ws-OGDL","ws-PPB","ws-PPC","ws-PVTSS","ws-SP3","ws-STEEN","ws-TRAWL","ws-W6","ws-W7","ws-WN2","bpns-BIRKENFELS","ak-41","ak-42","ak-44","ak-45","ak-46","ak-47","ak-48","s-10","s-9a","ws-FZ2","ws-HW6","ws-55","ws-53A","ws-53","s-12","ws-42A","s-11","bpns-B05BELWIND","bpns-C05AR1Belwind","bpns-C05AR2Belwind","bpns-C05AR3Belwind","bpns-WKS","s-8a","bpns-BelwindReefballs","bpns-Kilmore","s-10a","s-Wetteren","s-Wichelen","gn-Lier","kn-Lier","bn-Lier","bn-Walem","du-Hamveer","s-Dendermonde","s-Vlassenbroek","ws-F42"
"s-12",77254.8967165131,130477.58473623,130523.037693035,133460.284510665,120862.212888417,112404.030106263,123135.586350365,81198.7602858987,86639.3677071336,85924.0852927743,92495.9215570244,94645.9613942363,102083.780233399,111545.218176417,110771.310923953,149840.284149193,136571.040679545,24896.4165878031,57695.5941925746,89369.5864646696,19781.0808003639,39385.5909002993,34558.1058199896,32686.8676721358,61679.5434423781,88223.7911589032,71560.1591668195,47408.5467539483,44351.0986196414,41932.8503270286,48570.4798218417,44278.2739490756,48314.468534213,43474.4056498124,47360.0918443748,46966.616200818,42695.0085477256,41603.1035786331,45019.9640493615,44263.1655790245,43781.231897217,42640.3845337738,48032.0495606585,46977.9155166927,47307.3403958477,46911.992186867,46446.9755172095,45981.9588475514,65294.8848629254,67467.3315619087,66234.2810293647,66667.3362401471,65249.5104864997,64474.0995515121,46744.3750141633,45720.2659403223,48009.5148522336,67085.2191575534,65402.3881720543,66226.8546909909,66466.0128897957,66038.7032219397,66328.5485338676,140833.541198817,11838.5003648092,11414.9358278024,4669.82599682977,4015.40459548617,6102.58472635362,5283.67198036612,8835.03633847199,12363.9106320357,19394.4761157165,24515.3117874435,25509.2680445084,23775.5581759084,24251.8102381149,24677.2473405467,0,24524.7385378937,799.414716715683,123619.392597599,123293.712849294,122870.148312287,123182.656179292,139687.267909079,25040.6879793139,123967.543131003,133179.929872513,12210.3896029986,81665.0628526273,76196.303026693,42615.1661871569,40491.471297435,46336.7780013599,42007.4532578641,41630.2618515014,55320.1779570121,48846.1103882292,24829.6922198737
"ws-42A",54247.3724034913,107470.060423208,107515.513380014,110452.760197643,97854.6885753949,89396.5057932407,100128.062037344,58191.2359728771,63631.8433941118,62916.5609797524,69488.3972440025,71638.4370812144,79076.2559203772,88537.6938633954,87763.7866109308,126832.759836171,113563.516366523,49350.9805518284,82150.1581565995,113824.150428694,44235.6447643893,63840.1548643247,59012.6697840149,57141.4316361612,86134.1074064028,112678.355122928,96014.7231308441,71863.1107179736,68805.6625836667,66387.414291054,25562.9555088198,21270.7496360537,25306.9442211911,20466.8813367905,24352.5675313529,23959.0918877961,19687.4842347036,18595.5792656111,22012.4397363396,21255.6412660025,20773.707584195,19632.8602207518,25024.5252476366,23970.3912036708,24299.8160828258,23904.467873845,23439.4512041876,22974.4345345294,42287.3605499035,44459.807248887,43226.7567163429,43659.8119271253,42241.9861734778,41466.5752384902,23736.8507011413,22712.7416273003,25001.9905392117,44077.6948445316,42394.8638590324,43219.3303779691,43458.4885767739,43031.1789089178,43321.0242208458,117826.016885796,36293.0643288345,35869.4997918277,29124.3899608551,28469.9685595114,21498.4806723311,20630.6255319923,21143.9652932099,36818.4745960611,43849.0400797418,492.372658642215,1545.92609756178,2338.68566603886,1351.34585946795,831.224288246387,24524.7385378937,0,25273.8444080262,100611.868284577,100286.188536273,99862.623999266,100175.131866271,116679.743596057,49495.2519433392,100960.018817981,110172.405559491,36664.9535670239,106119.626816652,100650.866990717,67069.7301511821,64946.0352614603,70791.3419653848,66462.0172218893,66084.8258155266,79774.741921037,73300.674352254,620.739264388327
"s-11",78004.0025866457,131226.690606363,131272.143563168,134209.390380797,121611.318758549,113153.135976395,123884.692220498,81947.8661560312,87388.4735772662,86673.1911629068,93245.027427157,95395.0672643689,102832.886103532,112294.32404655,111520.416794085,150589.390019326,137320.146549677,24638.5327347498,57437.7103395214,89111.7026116164,19523.1969473106,39127.7070472461,34300.2219669363,32428.9838190826,61421.6595893248,87965.90730585,71302.2753137663,47150.6629008951,44093.2147665882,41674.9664739754,49319.5856919742,45027.3798192082,49063.5744043456,44223.511519945,48109.1977145073,47715.7220709506,43444.1144178582,42352.2094487657,45769.0699194941,45012.2714491571,44530.3377673495,43389.4904039064,48781.1554307911,47727.0213868253,48056.4462659802,47661.0980569995,47196.0813873421,46731.064717684,66043.990733058,68216.4374320413,66983.3868994972,67416.4421102796,65998.6163566323,65223.2054216447,47493.4808842959,46469.3718104548,48758.6207223662,67834.3250276859,66151.4940421869,66975.9605611235,67215.1187599283,66787.8090920723,67077.6544040001,141582.64706895,11580.6165117559,11157.0519747491,4411.94214377654,3757.520742433,6851.6905964862,6032.77785049869,9584.14220860457,12106.0267789825,19136.5922626632,25264.4176575761,26258.373914641,24524.664046041,25000.9161082474,25426.3532106793,799.414716715683,25273.8444080262,0,124368.498467731,124042.818719427,123619.25418242,123931.762049425,140436.373779211,24782.8041262606,124716.649001135,133929.035742645,11952.5057499454,81407.1789995741,75938.4191736398,42357.2823341036,40233.5874443818,46078.8941483067,41749.5694048108,41372.3779984481,55062.2941039589,48588.2265351759,25578.7980900063
"bpns-B05BELWIND",47979.5948946602,59997.5008128262,53306.1946782473,43085.7088955166,38417.3641204334,26688.8560293417,483.806247232028,47192.8728903789,43944.2294768297,41172.7296362624,32386.6133702031,35534.7538600424,39449.033325425,45127.5073801029,51660.7792071446,43057.0752082382,13302.5209512892,148445.634611534,181244.812216306,212918.804488403,143330.298824094,162934.80892403,158107.32384372,156236.085695867,185228.761466109,211773.009182636,195109.377190551,170957.764777679,167900.316643372,165482.06835076,75048.9127757582,81249.8720282023,75304.9240633868,82494.2218766209,76259.3007532252,77191.1427346396,83763.0429222159,85442.2566235165,81389.1450262286,82439.5978626697,82921.5315444772,84551.8028514271,75587.3430369414,76641.4770809069,76312.052201752,77979.9026638515,79081.1704600684,80182.4382562846,58324.5077346747,56152.0610356912,57385.1115682354,56952.0563574529,58475.1439719027,59145.293046088,79860.5036388295,80884.6127126706,75609.8777453661,56534.1734400466,58657.4859747026,57392.5379066091,57153.3797078043,57580.6893756606,57290.8440637325,19171.8443752483,135387.718388539,134964.153851533,128219.04402056,127564.622619216,120593.134732037,119725.279591698,120238.619352916,135913.128655766,142943.694139447,100963.891795483,100753.013848029,99843.834421691,99857.0063029913,99920.9931440675,123619.392597599,100611.868284577,124368.498467731,0,325.679748304689,749.244285311437,577.085566042887,58119.6013144236,148589.906003043,4111.00157322563,39366.8001378213,135759.607626728,205214.280876358,199745.521050423,166164.384210886,164040.689321164,169885.996025089,165556.671281593,165179.47987523,178869.395980741,172395.328411958,100796.338546104
"bpns-C05AR1Belwind",47653.9151463555,60063.7144451749,53372.408310596,43151.9225278666,38483.5777527821,26503.5254287748,263.388359729932,47007.5422898106,43758.8988762615,40987.3990356942,32201.2827696349,35349.4232594741,39263.7027248581,44942.176779536,51475.4486065777,43333.8125621929,13487.8515518575,148119.954863229,180919.132468001,212593.124740098,143004.61907579,162609.129175725,157781.644095416,155910.405947562,184903.081717805,211447.329434331,194783.697442247,170632.085029375,167574.636895068,165156.388602455,74723.2330274535,80924.1922798976,74979.2443150821,82168.5421283163,75933.6210049205,76865.4629863349,83437.3631739112,85116.5768752118,81063.4652779239,82113.918114365,82595.8517961725,84226.1231031225,75261.6632886367,76315.7973326023,75986.3724534473,77654.2229155468,78755.4907117637,79856.75850798,57998.82798637,55826.3812873866,57059.4318199307,56626.3766091483,58149.464223598,58819.6132977833,79534.8238905248,80558.9329643659,75284.1979970614,56208.4936917419,58331.8062263979,57066.8581583044,56827.6999594996,57255.0096273559,56965.1643154278,19448.581729203,135062.038640235,134638.474103228,127893.364272255,127238.942870912,120267.454983732,119399.599843393,119912.939604611,135587.448907461,142618.014391142,100638.212047178,100427.334099724,99518.1546733863,99531.3265546866,99595.3133957628,123293.712849294,100286.188536273,124042.818719427,325.679748304689,0,423.564537006748,442.063812059109,58185.8149467722,148264.226254738,4044.78794087698,39433.0137701713,135433.927878423,204888.601128053,199419.841302119,165838.704462581,163715.009572859,169560.316276784,165230.991533288,164853.800126925,178543.716232437,172069.648663653,100470.658797799
"bpns-C05AR2Belwind",47230.3506093488,59891.6941410843,53200.3880065054,42979.9022237782,38311.5574486915,26331.5051246842,265.438038079408,46583.9777528039,43335.3343392547,40563.8344986874,31777.7182326281,34925.8587224673,38840.1381878519,44518.6122425298,51051.8840695715,43512.6651274455,13911.4160888642,147696.390326222,180495.567930994,212169.560203091,142581.054538783,162185.564638719,157358.079558409,155486.841410555,184479.517180798,211023.764897324,194360.13290524,170208.520492368,167151.072358061,164732.824065448,74299.6684904468,80500.6277428909,74555.6797780754,81744.9775913095,75510.0564679138,76441.8984493281,83013.7986369045,84693.0123382051,80639.9007409171,81690.3535773582,82172.2872591658,83802.5585661157,74838.09875163,75892.2327955955,75562.8079164406,77230.65837854,78331.9261747569,79433.1939709732,57575.2634493633,55402.8167503798,56635.8672829239,56202.8120721415,57725.8996865913,58396.0487607766,79111.259353518,80135.3684273591,74860.6334600547,55784.9291547352,57908.2416893912,56643.2936212977,56404.1354224929,56831.4450903492,56541.599778421,19627.4342944557,134638.474103228,134214.909566221,127469.799735249,126815.378333905,119843.890446725,118976.035306386,119489.375067604,135163.884370454,142194.449854135,100214.647510171,100003.769562717,99094.5901363795,99107.7620176799,99171.7488587561,122870.148312287,99862.623999266,123619.25418242,749.244285311437,423.564537006748,0,410.392655706333,58013.7946426816,147840.661717732,4216.80824496756,39260.9934660829,135010.363341416,204465.036591046,198996.276765112,165415.139925574,163291.445035852,169136.751739777,164807.426996281,164430.235589919,178120.15169543,171646.084126647,100047.094260792
"bpns-C05AR3Belwind",47542.8584763537,59621.6506331158,52930.3444985369,42709.8587158083,38041.5139407229,26111.7704632988,228.984298912366,46615.787324336,43367.1439107868,40595.6440702195,31809.5278041602,34957.6682939995,38871.9477593821,44550.42181406,51083.6936411017,43102.2724717392,13879.6065173321,148008.898193227,180808.075797999,212482.068070096,142893.562405788,162498.072505724,157670.587425414,155799.34927756,184792.025047803,211336.272764329,194672.640772245,170521.028359373,167463.580225066,165045.331932453,74612.1763574517,80813.1356098958,74868.1876450803,82057.4854583145,75822.5643349187,76754.4063163331,83326.3065039094,85005.52020521,80952.4086079221,82002.8614443632,82484.7951261708,84115.0664331207,75150.606618635,76204.7406626005,75875.3157834455,77543.166245545,78644.4340417619,79745.7018379782,57887.7713163682,55715.3246173848,56948.3751499289,56515.3199391465,58038.4075535962,58708.5566277815,79423.767220523,80447.8762943641,75173.1413270596,56097.4370217402,58220.7495563961,56955.8014883026,56716.6432894978,57143.9529573541,56854.107645426,19217.0416387494,134950.981970233,134527.417433226,127782.307602254,127127.88620091,120156.39831373,119288.543173391,119801.882934609,135476.392237459,142506.95772114,100527.155377176,100316.277429722,99407.0980033845,99420.2698846848,99484.256725761,123182.656179292,100175.131866271,123931.762049425,577.085566042887,442.063812059109,410.392655706333,0,57743.7511347131,148153.169584736,4486.85175293609,38990.949958113,135322.871208421,204777.544458051,199308.784632117,165727.647792579,163603.952902857,169449.259606782,165119.934863286,164742.743456924,178432.659562435,171958.591993652,100359.602127797
"bpns-WKS",62432.3711925659,14887.0009175295,9164.23021604221,15033.8924189114,19702.2371940148,31682.2895180317,57972.7354336255,58488.5076231801,53047.9002019453,53763.1826163054,51938.758604074,45775.4424301048,37603.4876756799,28142.0497326609,28915.9569851255,35795.2098804353,63875.7952782268,164513.509923014,197312.687527786,228986.679799883,159398.174135575,179002.684235511,174175.199155201,172303.961007347,201296.63677759,227840.884494116,211177.252502032,187025.64008916,183968.191954853,181549.94366224,91508.327242043,97317.7473396814,91372.7993748665,98562.0971881,92327.1760647043,93259.0180461187,99830.918233695,101510.131934996,97457.0203377077,98507.4731741488,98989.4068559563,100619.678162906,92536.181446734,92709.352392386,92379.9275132312,94047.7779753306,95149.0457715475,96250.3135677637,79678.1616360304,77995.1388805539,78689.8230752398,76592.726456533,80611.8761828693,80303.1773700397,95928.3789503086,96952.4880241497,91677.7530568455,77251.576214843,74284.8797370244,76152.2449073769,74102.2181175964,73795.3918701919,75169.5879661868,48140.6261159884,151455.59370002,151032.029163013,144286.91933204,143632.497930696,136661.010043516,135793.154903177,136306.494664395,151981.003967246,159011.569450927,117031.767106962,116820.889159508,115911.70973317,115924.88161447,115988.868455547,139687.267909079,116679.743596057,140436.373779211,58119.6013144236,58185.8149467722,58013.7946426816,57743.7511347131,0,164657.781314523,62230.6028876492,19960.2134946193,151827.482938208,221282.156187837,215813.396361902,182232.259522366,180108.564632644,185953.871336569,181624.546593073,181247.355186711,194937.271292222,188463.203723439,116864.213857584
"s-8a",102225.410121959,155448.098141677,155493.551098481,158430.79791611,145832.726293863,137374.543511708,148106.099755811,106169.273691344,111609.881112579,110894.59869822,117466.43496247,119616.474799682,127054.293638845,136515.731581863,135741.824329398,174810.797554639,161541.55408499,350.150945480323,32654.9062132608,64328.8984853567,5470.13090055667,14344.9029209854,9517.41784067573,7646.17969282197,36638.8554630642,63183.1031795903,46519.4711875058,22367.8587746344,19310.4106403275,16892.1623477148,73540.993227287,69248.787354521,73284.9819396584,68444.9190552578,72330.6052498203,71937.1296062636,67665.521953171,66573.6169840786,69990.4774548068,69233.6789844698,68751.7453026623,67610.8979392193,73002.5629661037,71948.4289221383,72277.8538012932,71882.5055923124,71417.4889226549,70952.4722529967,90265.3982683702,92437.8449673536,91204.7944348095,91637.8496455922,90220.0238919444,89444.6129569569,71714.8884196085,70690.7793457674,72980.0282576791,92055.7325629984,90372.9015774998,91197.3680964362,91436.5262952412,91009.2166273852,91299.061939313,165804.054604263,13272.3621883739,13746.2355719632,20421.1708290677,21270.8943923663,29540.6118961111,30254.1853858116,31824.9280566172,12676.777347278,5646.21186359762,49485.8251928891,50479.781449954,48746.071581354,49222.3236435604,49647.7607459923,25040.6879793139,49495.2519433392,24782.8041262606,148589.906003043,148264.226254738,147840.661717732,148153.169584736,164657.781314523,0,148938.056536448,158150.443277959,12830.2983763157,56624.374873314,51155.6150473795,30246.9673320835,31655.1387711955,25907.716855972,16966.7652785501,16589.5738721874,30279.4899776982,23805.4224089153,49800.2056253192
"bpns-BelwindReefballs",48994.4038798122,64108.5023860519,57417.196251473,47196.7104687386,42528.365693659,30548.3133696517,4257.86745402373,50348.0063785112,47099.362964962,44327.8631243947,35541.7468583354,38689.8873481777,42604.1668135714,48282.6408682493,54815.912695291,45694.4107302279,12603.4975485442,148793.785144938,181592.96274971,213266.955021807,143678.449357498,163282.959457434,158455.474377124,156584.236229271,185576.911999514,212121.15971604,195457.527723955,171305.915311083,168248.467176776,165830.218884164,75397.0633091622,81598.0225616063,75653.0745967908,82842.372410025,76607.4512866292,77539.2932680436,84111.1934556199,85790.4071569205,81737.2955596326,82787.7483960737,83269.6820778813,84899.9533848312,75935.4935703455,76989.627614311,76660.202735156,78328.0531972555,79429.3209934724,80530.5887896887,58672.6582680787,56500.2115690952,57733.2621016394,57300.206890857,58823.2945053067,59493.443579492,80208.6541722335,81232.7632460746,75958.0282787701,56882.3239734506,59005.6365081066,57740.6884400131,57501.5302412083,57928.8399090646,57638.9945971365,21809.1798972379,135735.868921943,135312.304384937,128567.194553964,127912.77315262,120941.285265441,120073.430125102,120586.76988632,136261.27918917,143291.844672851,101312.042328887,101101.164381433,100191.984955095,100205.156836395,100269.143677472,123967.543131003,100960.018817981,124716.649001135,4111.00157322563,4044.78794087698,4216.80824496756,4486.85175293609,62230.6028876492,148938.056536448,0,43477.8017110433,136107.758160131,205562.431409762,200093.671583827,166512.534744289,164388.839854567,170234.146558493,165904.821814997,165527.630408634,179217.546514145,172743.478945362,101144.489079508
"bpns-Kilmore",56365.5147051566,31899.8823096457,22391.2807664143,4976.62992229097,16477.8205039054,22929.3651176808,39219.9342570254,54526.1740928512,48400.3731507056,47255.844579739,45431.4205675057,39268.1043935373,34326.3476662595,31618.9601436384,36748.7404933165,17834.9717410983,45122.9941016024,158006.171886448,190805.34949122,222479.341763317,152890.836099009,172495.346198945,167667.861118635,165796.622970781,194789.298741024,221333.54645755,204669.914465466,180518.302052594,177460.853918287,175042.605625674,85000.9892054775,90810.4093031159,84865.461338301,92054.7591515345,85819.8380281388,86751.6800095532,93323.5801971295,95002.7938984301,90949.6823011422,92000.1351375832,92482.0688193908,94112.3401263407,86028.8434101685,86202.0143558205,85872.5894766656,87540.4399387651,88641.707734982,89742.9755311982,73170.8235994635,71487.8008439866,72182.4850386728,70085.3884199664,74104.5381463022,73795.8393334728,89421.0409137431,90445.1499875841,85170.41502028,70744.238178276,67777.5417004589,69644.9068708105,67594.8800810305,67288.0538336262,68662.2499296206,29387.8249393639,144948.255663454,144524.691126447,137779.581295474,137125.15989413,130153.67200695,129285.816866611,129799.156627829,145473.66593068,152504.231414361,110524.429070396,110313.551122942,109404.371696605,109417.543577905,109481.530418981,133179.929872513,110172.405559491,133929.035742645,39366.8001378213,39433.0137701713,39260.9934660829,38990.949958113,19960.2134946193,158150.443277959,43477.8017110433,0,145320.144901643,214774.818151272,209306.058325337,175724.921485801,173601.22659608,179446.533300004,175117.208556509,174740.017150146,188429.933255657,181955.865686874,110356.875821019
"s-10a",89395.1117456434,142617.799765361,142663.252722166,145600.499539795,133002.427917547,124544.245135393,135275.801379496,93338.9753150289,98779.5827362638,98064.3003219045,104636.136586155,106786.176423367,114223.995262529,123685.433205548,122911.525953083,161980.499178324,148711.255708675,12686.026984805,45485.2045895765,77159.196861672,7570.69119736579,27175.2012973012,22347.7162169914,20476.4780691377,49469.15383938,76013.4015559056,59349.7695638216,35198.1571509502,32140.7090166433,29722.4607240305,60710.694850972,56418.4889782059,60454.6835633433,55614.6206789427,59500.306873505,59106.8312299483,54835.2235768559,53743.3186077634,57160.1790784918,56403.3806081548,55921.4469263473,54780.5995629041,60172.2645897888,59118.130545823,59447.555424978,59052.2072159972,58587.1905463398,58122.1738766817,77435.0998920549,79607.5465910383,78374.4960584942,78807.5512692769,77389.7255156291,76614.3145806416,58884.5900432936,57860.4809694526,60149.7298813639,79225.4341866831,77542.6032011846,78367.0697201209,78606.227918926,78178.9182510699,78468.7635629977,152973.756227948,442.063812058177,915.937195648073,7590.8724527525,8440.59601605111,16710.3135197958,17423.8870094963,18994.6296803019,203.829875620772,7184.08651271836,36655.5268165738,37649.4830736387,35915.7732050387,36392.0252672452,36817.462369677,12210.3896029986,36664.9535670239,11952.5057499454,135759.607626728,135433.927878423,135010.363341416,135322.871208421,151827.482938208,12830.2983763157,136107.758160131,145320.144901643,0,69454.6732496296,63985.9134236953,32094.9353754844,29971.2404857625,35816.5471896874,29797.0636548659,29419.8722485032,43109.788354014,36635.720785231,36969.907249004
"s-Wetteren",158849.784995271,212072.473014991,212117.925971795,215055.172789424,202457.101167176,193998.918385021,204730.474629126,162793.648564657,168234.255985892,167518.973571533,174090.809835783,176240.849672995,183678.668512158,193140.106455176,192366.199202712,231435.172427952,218165.928958306,56869.2639579909,23969.4686600532,7704.5236120426,62094.5057738707,42430.3984920781,47302.726610041,49125.0223635447,19985.5194102497,6558.72830627617,10175.0782596764,34256.5160986796,37605.2399204735,39883.1390653485,130165.3681006,125873.162227834,129909.356812971,125069.29392857,128954.980123133,128561.504479576,124289.896826483,123197.991857391,126614.852328119,125858.053857782,125376.120175975,124235.272812531,129626.937839416,128572.803795451,128902.228674606,128506.880465625,128041.863795967,127576.847126309,146889.773141683,149062.219840667,147829.169308123,148262.224518905,146844.398765258,146068.98783027,128339.263292921,127315.15421908,129604.403130992,148680.107436311,146997.276450813,147821.742969749,148060.901168554,147633.591500698,147923.436812626,222428.429477577,69896.7370616878,70370.6104452771,77045.5457023814,77895.26926568,86164.9867694245,86878.5602591249,88449.3029299307,69301.152220592,62270.5867369116,106110.200066202,107104.156323266,105370.446454667,105846.698516873,106272.135619305,81665.0628526273,106119.626816652,81407.1789995741,205214.280876358,204888.601128053,204465.036591046,204777.544458051,221282.156187837,56624.374873314,205562.431409762,214774.818151272,69454.6732496296,0,5468.75982593446,81662.3505513573,83070.5219904692,77323.1000752459,68382.1484978245,46762.8554047719,26344.8848956157,32818.9524643987,106424.580498632
"s-Wichelen",153381.025169337,206603.713189056,206649.16614586,209586.412963489,196988.341341241,188530.158559087,199261.714803191,157324.888738723,162765.496159958,162050.213745598,168622.050009848,170772.08984706,178209.908686223,187671.346629242,186897.439376778,225966.412602018,212697.169132372,51400.5041320565,18500.7088341187,13173.2834379771,56625.7459479362,36961.6386661437,41833.9667841065,43656.2625376102,14516.7595843153,12027.4881322106,4706.31843374194,28787.7562727451,32136.4800945391,34414.379239414,124696.608274665,120404.402401899,124440.596987037,119600.534102636,123486.220297199,123092.744653642,118821.137000549,117729.232031456,121146.092502185,120389.294031848,119907.36035004,118766.512986597,124158.178013482,123104.043969517,123433.468848671,123038.120639691,122573.103970033,122108.087300375,141421.013315749,143593.460014732,142360.409482188,142793.464692971,141375.638939323,140600.228004336,122870.503466987,121846.394393146,124135.643305057,143211.347610377,141528.516624878,142352.983143815,142592.14134262,142164.831674764,142454.676986691,216959.669651643,64427.9772357535,64901.8506193428,71576.7858764471,72426.5094397457,80696.2269434902,81409.8004331906,82980.5431039964,63832.3923946576,56801.8269109772,100641.440240267,101635.396497332,99901.6866287325,100377.938690939,100803.375793371,76196.303026693,100650.866990717,75938.4191736398,199745.521050423,199419.841302119,198996.276765112,199308.784632117,215813.396361902,51155.6150473795,200093.671583827,209306.058325337,63985.9134236953,5468.75982593446,0,76193.590725423,77601.7621645349,71854.3402493116,62913.3886718901,41294.0955788374,20876.1250696813,27350.1926384642,100955.820672698
"gn-Lier",119799.888329801,173022.57634952,173068.029306324,176005.276123953,163407.204501705,154949.021719551,165680.577963654,123743.751899187,129184.359320422,128469.076906062,135040.913170313,137190.953007524,144628.771846687,154090.209789706,153316.302537242,192385.275762482,179116.032292834,30491.8564167605,57692.8818913046,89366.8741633996,35717.0982326402,39382.8785990293,34555.3935187196,32684.1553708658,61676.8311411081,88221.0788576332,71557.4468655495,47405.8344526783,44348.3863183714,41930.1380257586,91115.4714351296,86823.2655623636,90859.460147501,86019.3972631003,89905.083457663,89511.6078141063,85240.0001610134,84148.0951919208,87564.9556626494,86808.1571923123,86326.2235105048,85185.3761470615,90577.0411739464,89522.9071299809,89852.3320091358,89456.9838001551,88991.9671304975,88526.9504608393,107839.876476213,110012.323175196,108779.272642652,109212.327853435,107794.502099787,107019.0911648,89289.3666274512,88265.2575536101,90554.5064655217,109630.210770841,107947.379785342,108771.846304279,109011.004503084,108583.694835228,108873.540147156,183378.532812106,31793.2207111631,31249.1727537045,37995.6490369107,38845.3726002094,47115.0901039541,47828.6635936546,49399.4062644602,32248.4564045215,35893.1791956811,67060.303400732,68054.2596577968,66320.5497891969,66796.8018514033,67222.2389538352,42615.1661871569,67069.7301511821,42357.2823341036,166164.384210886,165838.704462581,165415.139925574,165727.647792579,182232.259522366,30246.9673320835,166512.534744289,175724.921485801,32094.9353754844,81662.3505513573,76193.590725423,0,2158.7821766565,4437.1352648129,13280.2020535333,41627.5495502314,55317.4656557421,48843.3980869592,67374.6838331622
"kn-Lier",117676.19344008,170898.881459798,170944.334416602,173881.581234231,161283.509611984,152825.326829829,163556.883073932,121620.057009465,127060.6644307,126345.382016341,132917.218280591,135067.258117803,142505.076956966,151966.514899984,151192.60764752,190261.58087276,176992.337403112,31900.0278558725,59101.0533304166,90775.0456025115,37125.2696717522,40791.0500381413,35963.5649578316,34092.3268099778,63085.0025802201,89629.2502967452,72965.6183046614,48814.0058917903,45756.5577574834,43338.3094648706,88991.7765454079,84699.5706726419,88735.7652577793,83895.7023733786,87781.3885679412,87387.9129243845,83116.3052712917,82024.4003021991,85441.2607729277,84684.4623025906,84202.528620783,83061.6812573398,88453.3462842247,87399.2122402592,87728.6371194141,87333.2889104333,86868.2722407758,86403.2555711176,105716.181586491,107888.628285474,106655.57775293,107088.632963713,105670.807210065,104895.396275078,87165.6717377294,86141.5626638884,88430.8115758,107506.515881119,105823.684895621,106648.151414557,106887.309613362,106459.999945506,106749.845257434,181254.837922384,29669.5258214412,29125.4778639826,35871.9541471889,36721.6777104875,44991.3952142322,45704.9687039327,47275.7113747383,30124.7615147996,37155.3269984803,64936.6085110103,65930.5647680751,64196.8548994751,64673.1069616816,65098.5440641134,40491.471297435,64946.0352614603,40233.5874443818,164040.689321164,163715.009572859,163291.445035852,163603.952902857,180108.564632644,31655.1387711955,164388.839854567,173601.22659608,29971.2404857625,83070.5219904692,77601.7621645349,2158.7821766565,0,5845.30670392489,14688.3734926453,43035.7209893434,56725.6370948541,50251.5695260712,65250.9889434404
"bn-Lier",123521.500144004,176744.188163723,176789.641120527,179726.887938156,167128.816315908,158670.633533754,169402.189777857,127465.36371339,132905.971134625,132190.688720265,138762.524984516,140912.564821728,148350.38366089,157811.821603909,157037.914351445,196106.887576685,182837.644107037,26152.6059406489,53353.6314151931,85027.6236872882,31377.8477565286,35043.6281229177,30216.143042608,28344.9048947543,57337.5806649965,83881.8283815218,67218.1963894381,43066.5839765667,40009.1358422598,37590.8875496471,94837.0832493327,90544.8773765666,94581.071961704,89741.0090773034,93626.695271866,93233.2196283093,88961.6119752164,87869.7070061239,91286.5674768524,90529.7690065154,90047.8353247078,88906.9879612646,94298.6529881494,93244.518944184,93573.9438233389,93178.5956143581,92713.5789447006,92248.5622750423,111561.488290416,113733.934989399,112500.884456855,112933.939667638,111516.11391399,110740.702979003,93010.9784416542,91986.8693678131,94276.1182797248,113351.822585044,111668.991599546,112493.458118482,112732.616317287,112305.306649431,112595.151961359,187100.144626309,35514.8325253661,34970.7845679075,41717.2608511138,42566.9844144124,50836.7019181571,51550.2754078576,53121.0180786632,35970.0682187245,31553.9287195696,70781.9152149348,71775.8714719995,70042.1616033999,70518.4136656062,70943.850768038,46336.7780013599,70791.3419653848,46078.8941483067,169885.996025089,169560.316276784,169136.751739777,169449.259606782,185953.871336569,25907.716855972,170234.146558493,179446.533300004,35816.5471896874,77323.1000752459,71854.3402493116,4437.1352648129,5845.30670392489,0,8940.95157742179,37288.2990741198,50978.2151796306,44504.1476108476,71096.2956473652
