"","ak-41","ak-42","ak-44","ak-45","ak-47","ak-x","bh-37","bpns-A1BIS","bpns-G-88","bpns-Nautica Ena","bpns-nieuwpoortbank","bpns-NIEUWPOORTKUST8","bpns-O6","bpns-Trapegeer","bpns-W1","bpns-WENDUINEBANKW","bpns-Whitley","bpns-WK14","bpns-WZ","bpns-zbe1","bpns-zbe2","bpns-zbe3","bpns-zbw1","bpns-zbw2","bpns-zbw3","bpns-ZW1","M-6","me-7-2","me-7-2b","Rt1","Rt2","Rt3","Rt4","Rt5","Rt6","Rt7","Rt8","s-10a","s-11","s-12","s-3","s-4","s-4a","s-4b","s-4c","s-5","s-6","s-6","s-7","s-8","s-8a","s-9","s-9a","s-Dendermonde","s-Dendermonde","s-Vlassenbroek","ws-11","ws-12A","ws-13","ws-14","ws-15","ws-15A","ws-16","ws-18","ws-23","ws-25","ws-25A","ws-25B","ws-2C","ws-4","ws-42A","ws-53","ws-53A","ws-55","ws-6","ws-A1","ws-A3","ws-A5","ws-borssele","ws-DL12","ws-DL7","ws-DL9","ws-F42","ws-F42","ws-GVWSP","ws-HW6","ws-OG10","ws-OGDL","ws-PPB","ws-PPC","ws-PPC","ws-PVTSS","ws-SP3","ws-STD3","ws-STEEN","ws-TRAWL","ws-W6","ws-W7","ws-WN2"
"ws-borssele",61624.8726706306,61201.3081336253,54456.198302669,53801.776901327,45962.4338738227,117605.827095911,12165.0450745118,54654.0199281857,45184.9638768404,64226.5784645096,83047.8244309545,83047.8244309545,63341.5506187276,92242.1435404212,29825.1364113744,64115.4578711844,85668.306864113,33768.9999807494,39209.607401967,38241.9309841802,37507.7311455962,36869.5435302886,39435.4658728202,40113.1691320294,40766.4011940622,40256.7572974234,91609.5071894336,84438.7831431233,81076.6106096803,115788.768797398,115728.527087172,115583.572469546,115473.705138852,115388.992231452,115304.279324051,115194.411993358,114770.847456352,61996.76190882,50605.6527498495,49856.5468797182,111465.915748088,107481.966498294,97194.9190596917,94137.4709253908,91719.2226327825,89171.9632060591,84344.4781257604,84284.2364155347,82473.2399779114,74682.7888935993,74827.06028511,69567.4531061673,69180.8484215212,105106.550262737,105831.323350872,98632.4826939684,2338.68566603565,9171.21608327613,2840.3079622038,10134.8676362197,5163.08884247432,6094.93082388488,11158.0776732724,12451.3312182942,10117.4966807863,10852.1639348185,11053.3993211521,12227.535897955,2070.10832773039,4198.30896990724,26849.0225667576,26158.1474262486,26094.1605851728,26080.988703872,4878.60671840274,7164.38904856721,8265.65684477987,9366.92464099152,0,15613.7744176965,17786.2211166742,16553.1705841332,27033.492828285,27214.2179589622,16986.2257949131,26990.1681302098,15568.4000412728,14792.9891062867,9676.56118835458,10104.1863843088,9676.56118835458,3461.0472265901,17404.1087123185,46290.8213010138,17972.6278669503,16545.744245757,18155.2894863774,18462.1157337813,17087.9196377888
"ws-DL12",77063.2106536561,76639.6461166508,69894.5362856944,69240.1148843523,61400.7718568479,133044.165078937,24480.6145204069,42074.6739602311,30550.0373461567,51647.2324965548,70468.4784629997,70468.4784629997,50762.2046507728,79662.7975724664,17245.7904434197,51536.1119032296,73088.9608961582,21189.6540127953,26630.2614340121,25662.5850162257,24928.3851776417,24290.1975623341,26856.1199048657,27533.8231640748,28187.0552261076,27677.4113294688,107047.845172459,99877.1211261489,96514.948592706,131227.106780424,131166.865070198,131021.910452571,130912.043121878,130827.330214477,130742.617307076,130632.749976383,130209.185439378,77435.0998918456,66043.9907328747,65294.8848627434,126904.253731113,122920.30448132,112633.257042717,109575.808908416,107157.560615808,104610.301189085,99782.8161087861,99722.5743985604,97911.577960937,90121.1268766249,90265.3982681356,85005.791089193,84619.1864045468,120544.888245763,121269.661333897,114070.820676994,16724.405041036,22925.3642934669,16980.4163286648,24169.7141418827,17934.7930185031,18866.6349999153,25438.5351874737,27117.7488887699,23064.6372914941,24115.0901279327,24597.0238097386,26227.295116684,17262.8353022177,17987.5444670279,42287.3605497828,41596.4854092737,41532.498568198,41519.3266868973,18316.9693461821,19655.3949291256,20756.6627253402,21857.9305215541,15613.7744176965,0,2172.44669897785,988.338560787098,42471.8308113101,42652.5559419874,3085.4351794893,42428.5061132349,1179.32555537579,820.785311409852,21535.9959041009,22560.1049779384,21535.9959041009,17285.3700106436,2426.58542118021,61729.1592840388,8024.82841905228,4087.31331959059,6768.91127418073,7637.13411252978,5385.75584318527
"ws-DL7",79235.6573526338,78812.0928156285,72066.9829846721,71412.5615833301,63573.2185558256,135216.611777914,26653.0612193847,40391.6512047611,28867.0145906863,49964.2097410848,68785.4557075297,68785.4557075297,49079.1818953028,77979.7748169964,15562.7676879501,49853.0891477596,71405.9381406882,19506.6312573258,24947.2386785422,23979.5622607557,23245.362422172,22607.1748068646,25173.0971493957,25850.8004086049,26504.0324706376,25994.3885739988,109220.291871437,102049.567825127,98687.3952916837,133399.553479401,133339.311769175,133194.357151549,133084.489820856,132999.776913455,132915.064006054,132805.196675361,132381.632138356,79607.5465908233,68216.4374318524,67467.3315617211,129076.700430091,125092.751180298,114805.703741695,111748.255607394,109330.007314786,106782.747888062,101955.262807764,101895.021097538,100084.024659915,92293.5735756027,92437.8449671133,87178.2377881707,86791.6331035246,122717.334944741,123442.108032875,116243.267375972,18896.8517400137,25097.8109924446,19152.8630276425,26342.1608408605,20107.2397174808,21039.0816988931,27610.9818864514,29290.1955877476,25237.0839904719,26287.5368269104,26769.4705087163,28399.7418156617,19435.2820011954,20159.9911660056,44459.8072487604,43768.9321082514,43704.9452671757,43691.7733858749,20489.4160451599,21827.8416281034,22929.109424318,24030.3772205318,17786.2211166742,2172.44669897785,0,1233.05053254098,44644.2775102878,44825.002640965,2805.90390138514,44600.9528122126,2616.73730230748,2993.2320103877,23708.4426030786,24732.5516769161,23708.4426030786,19457.8167096214,1445.30840439329,63901.6059830165,7815.47171482256,3877.95661535672,6559.55456994603,7427.77740829701,5176.39913895112
"ws-DL9",78002.6068200929,77579.0422830875,70833.9324521311,70179.5110507891,62340.1680232846,133983.561245373,25420.0106868437,41086.3353994441,29561.6987853696,50658.8939357678,69480.1399022127,69480.1399022127,49773.8660899858,78674.4590116794,16257.4518826328,50547.7733424426,72100.6223353712,20201.3154520084,25641.9228732251,24674.2464554387,23940.0466168547,23301.8590015472,25867.7813440787,26545.4846032878,27198.7166653206,26689.0727686818,107987.241338896,100816.517292586,97454.3447591427,132166.50294686,132106.261236635,131961.306619008,131851.439288315,131766.726380914,131682.013473513,131572.14614282,131148.581605815,78374.4960582823,66983.3868993114,66234.2810291801,127843.64989755,123859.700647757,113572.653209154,110515.205074853,108096.956782245,105549.697355521,100722.212275223,100661.970564997,98850.9741273738,91060.5230430617,91204.7944345723,85945.1872556297,85558.5825709836,121484.2844122,122209.057500334,115010.216843431,17663.8012074727,23864.7604599036,17919.8124951016,25109.1103083195,18874.1891849399,19806.0311663521,26377.9313539104,28057.1450552066,24004.0334579309,25054.4862943694,25536.4199761753,27166.6912831207,18202.2314686545,18926.9406334646,43226.7567162195,42535.8815757104,42471.8947346347,42458.722853334,19256.3655126189,20594.7910955624,21696.058891777,22797.3266879909,16553.1705841332,988.338560787098,1233.05053254098,0,43411.2269777469,43591.9521084241,2553.23134884489,43367.9022796716,1922.05310762442,1760.18147784686,22475.3920705376,23499.5011443752,22475.3920705376,18224.7661770804,1438.24686039325,62668.5554504756,7562.79916228038,3625.28406281454,6306.88201740441,7175.10485575484,4923.72658640895
"ws-F42",36598.0180107238,36174.4534737185,29429.3436427623,28774.9222414203,20935.5792139159,92578.9724360036,23070.0673063162,79260.7261816686,72043.0202704538,88833.2847179926,107654.530684437,107654.530684437,87948.2568722106,116848.849793904,54431.8426648575,88722.1641246673,110275.013117596,58375.7062342323,63816.31365545,62848.6372376632,62114.4373990792,61476.2497837716,64042.1721263032,64719.8753855123,65373.1074475451,64863.4635509063,66582.6525295263,59411.9284832162,56049.7559497733,90761.9141374906,90701.6724272648,90556.7178096382,90446.8504789451,90362.1375715443,90277.4246641435,90167.5573334503,89743.9927964449,36969.9072489133,25578.7980899427,24829.6922198114,86439.0610881803,82455.111838387,72168.0643997843,69110.6162654835,66692.3679728752,64145.1085461518,59317.6234658533,59257.3817556276,57446.3853180043,49655.9342336924,49800.2056252031,44540.5984462605,44153.9937616144,80079.6956028301,80804.4686909642,73605.6280340611,25747.4257702743,21455.2198975207,25491.4144826455,20651.3515982612,24537.0377928082,24143.5621492538,19871.9544961771,18780.0495270893,22196.9099978052,21440.1115274715,20958.1778456656,19817.3304822271,25208.9955090929,24484.2863442827,620.739264386299,1401.65470604845,1921.77627726903,2909.11608384011,24154.8614651287,24088.9381353032,23623.9214656479,23158.9047959921,27033.492828285,42471.8308113101,44644.2775102878,43411.2269777469,0,180.725130677223,43844.2821885267,925.186833172049,42426.4564348865,41651.0454999003,23921.3209626018,22897.2118887642,23921.3209626018,25186.4608006667,44262.1651059321,21263.9666411069,42579.3341204334,43403.8006393706,43642.9588381726,43215.6491703173,43505.4944822463
"ws-F42",36417.2928800467,35993.7283430414,29248.6185120851,28594.1971107431,20754.8540832387,92398.2473053264,23250.7924369934,79441.4513123459,72223.745401131,89014.0098486698,107835.255815115,107835.255815115,88128.9820028878,117029.574924581,54612.5677955347,88902.8892553446,110455.738248273,58556.4313649095,63997.0387861272,63029.3623683404,62295.1625297564,61656.9749144488,64222.8972569804,64900.6005161896,65553.8325782224,65044.1886815835,66401.927398849,59231.203352539,55869.0308190962,90581.1890068134,90520.9472965876,90375.992678961,90266.1253482679,90181.4124408671,90096.6995334663,89986.8322027731,89563.2676657677,36789.1821182361,25398.0729592655,24648.9670891342,86258.3359575031,82274.3867077098,71987.3392691071,68929.8911348063,66511.642842198,63964.3834154746,59136.8983351761,59076.6566249504,57265.6601873271,49475.2091030153,49619.4804945259,44359.8733155833,43973.2686309372,79898.9704721529,80623.743560287,73424.9029033839,25928.1509009515,21635.945028198,25672.1396133227,20832.0767289384,24717.7629234854,24324.287279931,20052.6796268543,18960.7746577665,22377.6351284824,21620.8366581487,21138.9029763428,19998.0556129042,25389.7206397701,24665.0114749599,645.893687677769,1477.11797592269,1997.23954714328,2984.57935371435,24335.586595806,24269.6632659804,23804.6465963251,23339.6299266693,27214.2179589622,42652.5559419874,44825.002640965,43591.9521084241,180.725130677223,0,44025.0073192039,1000.65010304712,42607.1815655637,41831.7706305776,24102.046093279,23077.9370194413,24102.046093279,25367.1859313439,44442.8902366093,21083.2415104297,42760.0592511106,43584.5257700478,43823.6839688498,43396.3743009945,43686.2196129235
"ws-GVWSP",78435.6620308727,78012.0974938674,71266.9876629109,70612.5662615689,62773.2232340644,134416.616456153,25853.0658976223,38989.2387807421,28198.7380819273,48561.7973170658,67383.0432835106,67383.0432835106,47676.7694712838,76577.3623929773,14160.3552639304,48450.6767237405,70003.5257166691,18104.2188333061,23544.8262545232,22577.1498367367,21842.9499981527,21204.7623828452,23770.6847253767,24448.3879845859,25101.6200466186,24591.9761499798,108420.296549676,101249.572503366,97887.3999699225,132599.55815764,132539.316447414,132394.361829788,132284.494499095,132199.781591694,132115.068684293,132005.2013536,131581.636816594,78807.5512690621,67416.4421100912,66667.33623996,128276.70510833,124292.755858537,114005.708419934,110948.260285633,108530.011993025,105982.752566301,101155.267486003,101095.025775777,99284.0293381536,91493.5782538415,91637.8496453522,86378.2424664095,85991.6377817634,121917.33962298,122642.112711114,115443.272054211,18096.8564182525,24297.8156706822,18352.8677058814,25542.1655190981,19307.2443957187,20239.0863771307,26810.986564689,28490.2002659853,24437.0886687095,25487.541505148,25969.4751869539,27599.7464938993,18635.2866794343,19359.9958442442,43659.8119269993,42968.9367864902,42904.9499454145,42891.7780641138,19689.4207233981,21027.846306341,22129.1141025556,23230.3818987695,16986.2257949131,3085.4351794893,2805.90390138514,2553.23134884489,43844.2821885267,44025.0073192039,0,43800.9574904514,4194.58616099701,3710.45091349716,22908.4472813162,23932.5563551538,22908.4472813162,18657.8213878602,1360.59549699185,63101.6106612555,5009.56781343742,1072.05271397159,3753.6506685609,4621.87350691188,2370.49523756599
"ws-HW6",37277.5938353576,36854.0292983523,30108.9194673961,29454.498066054,21615.1550385497,93258.5482606374,23026.742608241,79217.4014835934,71999.6955723786,88789.9600199173,107611.205986362,107611.205986362,87904.9321741353,116805.525095829,54388.5179667822,88678.8394265921,110231.688419521,58332.3815361571,63772.9889573747,62805.3125395879,62071.1127010039,61432.9250856963,63998.8474282279,64676.5506874371,65329.7827494699,64820.1388528311,67262.22835416,60091.50430785,56729.3317744071,91441.4899621244,91381.2482518986,91236.293634272,91126.4263035789,91041.7133961781,90957.0004887773,90847.1331580841,90423.5686210787,37649.4830735471,26258.3739145764,25509.2680444452,87118.6369128141,83134.6876630208,72847.6402244181,69790.1920901173,67371.943797509,64824.6843707855,59997.199290487,59936.9575802613,58125.9611426381,50335.5100583262,50479.7814498369,45220.1742708942,44833.5695862481,80759.2714274639,81484.044515598,74285.2038586949,25704.1010721991,21411.8951994455,25448.0897845703,20608.026900186,24493.7130947329,24100.2374511785,19828.6297981019,18736.7248290142,22153.58529973,21396.7868293963,20914.8531475905,19774.0057841519,25165.6708110176,24440.9616462074,1545.92609755807,2024.98845972307,2696.03657069231,3733.68522384616,24111.5367670535,24045.6134372279,23580.5967675726,23115.5800979168,26990.1681302098,42428.5061132349,44600.9528122126,43367.9022796716,925.186833172049,1000.65010304712,43800.9574904514,0,42383.1317368112,41607.7208018251,23877.9962645265,22853.887190689,23877.9962645265,25143.1361025915,44218.8404078568,21943.5424657407,42536.0094223582,43360.4759412953,43599.6341400974,43172.3244722421,43462.169784171
"ws-OG10",77017.8362772324,76594.2717402271,69849.1619092707,69194.7405079287,61355.3974804242,132998.790702513,24435.2401439833,43008.3885070684,31483.7518929938,52580.9470433922,71402.1930098371,71402.1930098371,51695.9191976102,80596.5121193037,18179.5049902572,52469.826450067,74022.6754429955,22123.3685596328,27563.9759808494,26596.299563063,25862.099724479,25223.9121091716,27789.834451703,28467.5377109121,29120.7697729449,28611.1258763061,107002.470796036,99831.7467497253,96469.5742162823,131181.732404,131121.490693774,130976.536076148,130866.668745454,130781.955838054,130697.242930653,130587.37559996,130163.811062954,77389.7255154219,65998.616356451,65249.5104863197,126858.87935469,122874.930104896,112587.882666294,109530.434531993,107112.186239385,104564.926812661,99737.4417323624,99677.2000221367,97866.2035845134,90075.7525002013,90220.0238917119,84960.4167127693,84573.8120281232,120499.513869339,121224.286957473,114025.44630057,16679.0306646123,22879.9899170432,16935.0419522411,24124.3397654591,17889.4186420795,18821.2606234917,25393.16081105,27072.3745123462,23019.2629150705,24069.715751509,24551.6494333149,26181.9207402603,17217.4609257941,17942.1700906042,42241.9861733591,41551.1110328501,41487.1241917743,41473.9523104736,18271.5949697585,19610.020552702,20711.2883489166,21812.5561451304,15568.4000412728,1179.32555537579,2616.73730230748,1922.05310762442,42426.4564348865,42607.1815655637,4194.58616099701,42383.1317368112,0,1266.63295206407,21490.6215276772,22514.7306015147,21490.6215276772,17239.99563422,3360.29996801767,61683.7849076152,9204.15397442752,5266.63887496638,7948.23682955652,8816.45966790557,6565.08139856106
"ws-OGDL",76242.4253422463,75818.860805241,69073.7509742846,68419.3295729425,60579.9865454381,132223.379767527,23659.8292089971,42699.6896942391,31175.0530801649,52272.2482305629,71093.4941970077,71093.4941970077,51387.2203847809,80287.8133064744,17870.8061774275,52161.1276372376,73713.9766301662,21814.6697468032,27255.2771680201,26287.6007502337,25553.4009116497,24915.2132963421,27481.1356388737,28158.8388980828,28812.0709601156,28302.4270634768,106227.059861049,99056.3358147391,95694.1632812961,130406.321469014,130346.079758788,130201.125141161,130091.257810468,130006.544903067,129921.831995667,129811.964664973,129388.400127968,76614.3145804357,65223.2054214649,64474.0995513336,126083.468419703,122099.51916991,111812.471731307,108755.023597007,106336.775304398,103789.515877675,98962.0307973763,98901.7890871506,97090.7926495272,89300.3415652151,89444.6129567258,84185.0057777831,83798.401093137,119724.102934353,120448.876022487,113250.035365584,15903.6197296262,22104.578982057,16159.631017255,23348.9288304729,17114.0077070933,18045.8496885055,24617.7498760639,26296.9635773601,22243.8519800843,23294.3048165229,23776.2384983288,25406.5098052742,16442.0499908079,17166.759155618,41466.5752383729,40775.7000978639,40711.7132567882,40698.5413754875,17496.1840347723,18834.6096177158,19935.8774139304,21037.1452101443,14792.9891062867,820.785311409852,2993.2320103877,1760.18147784686,41651.0454999003,41831.7706305776,3710.45091349716,41607.7208018251,1266.63295206407,0,20715.2105926911,21739.3196665286,20715.2105926911,16464.5846992338,3051.60115518838,60908.373972629,8088.4475621136,4150.93246265385,6832.53041724399,7700.75325559303,5449.37498624853
"ws-PPB",58512.7008049474,58089.1362679421,51344.0264369859,50689.6050356438,42850.2620081396,114493.655230228,2944.61861630604,58324.8912744573,51107.1853632425,67897.4498107812,86718.6957772261,86718.6957772261,67012.4219649992,95913.0148866927,33496.007757646,67786.329217456,89339.1782103845,37439.871327021,42880.4787482385,41912.8023304518,41178.6024918678,40540.4148765602,43106.3372190918,43784.040478301,44437.2725403338,43927.6286436949,88497.3353237503,81326.61127744,77964.4387439971,112676.596931715,112616.355221489,112471.400603862,112361.533273169,112276.820365768,112192.107458368,112082.240127674,111658.675590669,58884.5900431368,47493.4808841663,46744.3750140351,108353.743882404,104369.794632611,94082.7471940084,91025.2990597075,88607.0507670993,86059.7913403758,81232.3062600772,81172.0645498515,79361.0681122281,71570.617027916,71714.8884194267,66455.281240484,66068.6765558379,101994.378397054,102719.151485188,95520.3108282851,7337.87552231893,2466.1010650813,6836.25322615078,3269.96936434074,4513.47234588275,3581.63036447053,4049.3664664254,5581.75298466996,1724.41096479674,2579.09422383234,3061.02790563831,4691.29921258371,7606.4528606253,5478.25221844734,23736.8507010744,23045.9755605653,22981.9887194896,22968.8168381888,4797.95446995184,2512.17213978793,1410.90434357471,762.416166609913,9676.56118835458,21535.9959041009,23708.4426030786,22475.3920705376,23921.3209626018,24102.046093279,22908.4472813162,23877.9962645265,21490.6215276772,20715.2105926911,0,1024.10907383775,0,6215.51396176449,23326.3301987224,43178.6494353306,21643.4992132219,22467.9657321595,22707.1239309611,22279.8142631058,22569.6595750348
"ws-PPC",57488.5917311097,57065.0271941044,50319.9173631481,49665.4959618061,41826.1529343018,113469.54615639,2060.85869020468,59349.0003482948,52131.29443708,68921.5588846187,87742.8048510636,87742.8048510636,68036.5310388367,96937.1239605303,34520.1168314835,68810.4382912935,90363.2872842221,38463.9804008585,43904.5878220761,42936.9114042893,42202.7115657053,41564.5239503977,44130.4462929293,44808.1495521385,45461.3816141713,44951.7377175325,87473.2262499125,80302.5022036023,76940.3296701593,111652.487857877,111592.246147651,111447.291530025,111337.424199331,111252.711291931,111167.99838453,111058.131053837,110634.566516831,57860.4809692991,46469.3718103286,45720.2659401973,107329.634808567,103345.685558773,93058.6381201706,90001.1899858698,87582.9416932615,85035.682266538,80208.1971862394,80147.9554760137,78336.9590383903,70546.5079540783,70690.7793455889,65431.1721666463,65044.5674820002,100970.269323216,101695.04241135,94496.2017544473,7765.50071827503,1687.60299978204,7263.87842210772,2245.86029050299,4941.09754184162,4009.25556042941,3025.25739258765,4557.64391083221,700.301890958986,1554.98514999459,2036.91883180055,3667.19013874596,8034.07805657947,5905.877414404,22712.7416272366,22021.8664867276,21957.8796456518,21944.7077643511,5225.57966590933,2939.7973357468,1838.5295395322,737.261743318332,10104.1863843088,22560.1049779384,24732.5516769161,23499.5011443752,22897.2118887642,23077.9370194413,23932.5563551538,22853.887190689,22514.7306015147,21739.3196665286,1024.10907383775,0,1024.10907383775,6643.13915772225,24350.4392725599,42154.5403614928,22667.6082870594,23492.0748059971,23731.2330047987,23303.9233369433,23593.7686488723
"ws-PPC",58512.7008049474,58089.1362679421,51344.0264369859,50689.6050356438,42850.2620081396,114493.655230228,2944.61861630604,58324.8912744573,51107.1853632425,67897.4498107812,86718.6957772261,86718.6957772261,67012.4219649992,95913.0148866927,33496.007757646,67786.329217456,89339.1782103845,37439.871327021,42880.4787482385,41912.8023304518,41178.6024918678,40540.4148765602,43106.3372190918,43784.040478301,44437.2725403338,43927.6286436949,88497.3353237503,81326.61127744,77964.4387439971,112676.596931715,112616.355221489,112471.400603862,112361.533273169,112276.820365768,112192.107458368,112082.240127674,111658.675590669,58884.5900431368,47493.4808841663,46744.3750140351,108353.743882404,104369.794632611,94082.7471940084,91025.2990597075,88607.0507670993,86059.7913403758,81232.3062600772,81172.0645498515,79361.0681122281,71570.617027916,71714.8884194267,66455.281240484,66068.6765558379,101994.378397054,102719.151485188,95520.3108282851,7337.87552231893,2466.1010650813,6836.25322615078,3269.96936434074,4513.47234588275,3581.63036447053,4049.3664664254,5581.75298466996,1724.41096479674,2579.09422383234,3061.02790563831,4691.29921258371,7606.4528606253,5478.25221844734,23736.8507010744,23045.9755605653,22981.9887194896,22968.8168381888,4797.95446995184,2512.17213978793,1410.90434357471,762.416166609913,9676.56118835458,21535.9959041009,23708.4426030786,22475.3920705376,23921.3209626018,24102.046093279,22908.4472813162,23877.9962645265,21490.6215276772,20715.2105926911,0,1024.10907383775,0,6215.51396176449,23326.3301987224,43178.6494353306,21643.4992132219,22467.9657321595,22707.1239309611,22279.8142631058,22569.6595750348
"ws-PVTSS",59777.8406430123,59354.276106007,52609.1662750508,51954.7448737088,44115.4018462045,115758.795068293,8703.99784792692,54074.2653810023,46856.5594697875,63646.8239173262,82468.0698837711,82468.0698837711,62761.7960715442,91662.3889932378,29245.381864191,63535.703324001,85088.5523169296,33189.245433566,38629.8528547836,37662.1764369968,36927.9765984128,36289.7889831052,38855.7113256368,39533.414584846,40186.6466468788,39677.00275024,89762.4751618153,82591.751115505,79229.578582062,113941.73676978,113881.495059554,113736.540441927,113626.673111234,113541.960203833,113457.247296432,113347.379965739,112923.815428734,60149.7298812018,48758.6207222312,48009.5148521,109618.883720469,105634.934470676,95347.8870320733,92290.4388977725,89872.1906051642,87324.9311784407,82497.4460981421,82437.2043879164,80626.2079502931,72835.756865981,72980.0282574916,67720.421078549,67333.8163939029,103259.518235119,103984.291323253,96785.4506663501,1122.36156055444,5710.16885669129,620.739264386299,6884.34413123907,1752.350462467,2633.88359729478,8153.16517683001,9832.37887812624,6656.44945420144,7391.11670823365,7592.35209456722,8941.92510604031,1944.33621127217,737.261743318249,25001.9905391393,24311.1153986303,24247.1285575545,24233.9566762538,1417.55949181292,3703.34182197711,4804.60961819006,5905.87741440392,3461.0472265901,17285.3700106436,19457.8167096214,18224.7661770804,25186.4608006667,25367.1859313439,18657.8213878602,25143.1361025915,17239.99563422,16464.5846992338,6215.51396176449,6643.13915772225,6215.51396176449,0,19075.7043052656,44443.7892733956,17392.8733197669,18217.3398387041,18456.4980375061,18029.1883696508,18319.0336815798
"ws-SP3",78853.5449482781,78429.9804112728,71684.8705803164,71030.4491789743,63191.1061514698,134834.499373559,26270.9488150285,39648.0885390509,28123.4519249765,49220.6470753746,68041.8930418195,68041.8930418195,48335.6192295926,77236.2121512861,14819.2050222395,49109.5264820494,70662.3754749779,18763.0685916152,24203.6760128319,23235.9995950455,22501.7997564615,21863.612141154,24429.5344836855,25107.2377428947,25760.4698049274,25250.8259082886,108838.179467081,101667.455420771,98305.282887328,133017.441075045,132957.19936482,132812.244747193,132702.3774165,132617.664509099,132532.951601698,132423.084271005,131999.519734,79225.4341864676,67834.3250274967,67085.2191573654,128694.588025735,124710.638775942,114423.591337339,111366.143203038,108947.89491043,106400.635483707,101573.150403408,101512.908693182,99701.912255559,91911.4611712469,92055.7325627576,86796.1253838149,86409.5206991688,122335.222540385,123059.995628519,115861.154971616,18514.739335658,24715.6985880884,18770.7506232868,25960.0484365043,19725.1273131246,20656.9692945369,27228.8694820952,28908.0831833914,24854.9715861157,25905.4244225542,26387.3581043601,28017.6294113055,19053.1695968397,19777.8787616496,44077.6948444047,43386.8197038957,43322.8328628199,43309.6609815192,20107.3036408037,21445.7292237472,22546.9970199618,23648.2648161756,17404.1087123185,2426.58542118021,1445.30840439329,1438.24686039325,44262.1651059321,44442.8902366093,1360.59549699185,44218.8404078568,3360.29996801767,3051.60115518838,23326.3301987224,24350.4392725599,23326.3301987224,19075.7043052656,0,63519.4935786608,6370.16331042927,2432.64821096343,5114.24616555275,5982.46900390373,3731.09073455784
"ws-STD3",15334.051369617,14910.4868326117,8165.37700165538,7510.95560031335,1919.18178798181,71315.0057948962,42327.3957790446,98518.0546543979,91300.3487431827,108090.613190722,126911.859157167,126911.859157167,107205.58534494,136106.178266633,73689.1711375864,107979.492597397,129532.341590325,77633.0347069616,83073.6421281791,82105.9657103924,81371.7658718084,80733.5782565008,83299.5005990324,83977.2038582416,84630.4359202744,84120.7920236356,45318.6858884195,38147.9618421095,34785.7893086667,69497.9474963835,69437.7057861577,69292.7511685311,69182.8838378379,69098.1709304371,69013.4580230363,68903.5906923431,68480.0261553377,15705.9406078065,4314.83144883715,3565.72557870449,65175.0944470731,61191.14519728,50904.0977586776,47846.6496243767,45428.4013317685,42881.1419050451,38053.6568247466,37993.4151145209,36182.4186768976,28391.9675925857,28536.2389840964,23276.6318051537,22890.0271205076,58815.7289617231,59540.5020498572,52341.6613929542,45004.7542430031,40712.5483702496,44748.7429553743,39908.6800709899,43794.3662655371,43400.8906219827,39129.2829689055,38037.3779998178,41454.2384705339,40697.4400001999,40215.5063183941,39074.6589549555,44466.3239818217,43741.6148170116,20959.0129591278,21111.5217617791,20686.0846593487,20209.8325971419,43412.1899378577,43346.266608032,42881.2499383767,42416.2332687209,46290.8213010138,61729.1592840388,63901.6059830165,62668.5554504756,21263.9666411069,21083.2415104297,63101.6106612555,21943.5424657407,61683.7849076152,60908.373972629,43178.6494353306,42154.5403614928,43178.6494353306,44443.7892733956,63519.4935786608,0,61836.6625931622,62661.1291120994,62900.2873109014,62472.9776430461,62762.8229549751
"ws-STEEN",77170.7139627794,76747.1494257741,70002.0395948177,69347.6181934756,61508.2751659712,133151.66838806,24588.117829528,36681.3920612354,29904.1676991758,46253.9505975589,65075.1965640038,65075.1965640038,45368.9227517769,74269.5156734705,11852.5085444241,46142.8300042337,67695.6789971623,15796.3721137991,21236.9795350166,20269.3031172299,19535.1032786459,18896.9156633384,21462.83800587,22140.5412650791,22793.7733271119,22284.1294304731,107155.348481582,99984.6244352722,96622.4519018292,131334.610089547,131274.368379321,131129.413761695,131019.546431001,130934.833523601,130850.1206162,130740.253285507,130316.688748501,77542.6032009688,66151.494041998,65402.3881718667,127011.757040237,123027.807790443,112740.760351841,109683.31221754,107265.063924931,104717.804498208,99890.3194179094,99830.0777076837,98019.0812700603,90228.6301857482,90372.9015772589,85113.2943983162,84726.6897136701,120652.391554886,121377.16464302,114178.323986117,17223.4475049653,23032.8676025888,17087.9196377881,24277.2174510046,18042.2963276254,18974.1383090374,25546.0384965955,27225.2521978916,23172.1406006154,24222.593437054,24704.52711886,26334.7984258054,18251.3017096532,18095.0477761509,42394.863858906,41703.988718397,41640.0018773213,41626.8299960205,18424.4726553049,19762.8982382473,20864.1660344617,21965.4338306753,17972.6278669503,8024.82841905228,7815.47171482256,7562.79916228038,42579.3341204334,42760.0592511106,5009.56781343742,42536.0094223582,9204.15397442752,8088.4475621136,21643.4992132219,22667.6082870594,21643.4992132219,17392.8733197669,6370.16331042927,61836.6625931622,0,3937.51509946584,1960.2409970372,1076.79659903887,2840.30796220287
